0    0 
0    0 
0.060752     0.853874  
0.060752     0.853874  
0.098358     1.508637  
0.194870     1.226086  
0.285439     0.837052  
0.420814     0.567775  
0.352924     0.869360  
0.528680     0.580346  
0.427076     0.736692  
0.459495     0.684715  
0.459495     0.684715  
0.469970     0.731513  
0.537481     0.639630  
0.516483     0.687248  
0.527646     0.674643  
0.670759     0.318883  
0.674978     0.316890  
0.537481     0.397955  
0.546589     0.391325  
0.670759     0.318883  
0.674978     0.316890  
0.702563     0.316555  
0.726090     0.306298  
0.726090     0.306298  
0.759575     0.376750  
0.954920     0.299679  
0.954920     0.299679  
1.056225     0.293352  
1.079901     0.360951  
1.119874     0.435713  
1.154943     0.422483  
1.203898     0.405303  
1.248489     0.390827  
1.248489     0.390827  
1.287753     0.391165  
1.432279     0.351694  
1.432279     0.351694  
1.456494     0.402274  
1.538680     0.404229  
1.576887     0.394435  
1.883057     0.330303  
1.613995     0.417105  
1.700210     0.395954  
1.700210     0.395954  
1.707093     0.394914  
1.708044     0.459179  
1.763115     0.503942  
1.797851     0.574987  
1.850477     0.558635  
1.854240     0.557501  
2.099070     0.386973  
1.877610     0.438416  
1.902464     0.432689  
2.088444     0.394157  
1.906955     0.502523  
2.042068     0.473287  
2.046166     0.534326  
2.112053     0.496169  
2.089361     0.515498  
2.141433     0.475523  
2.203031     0.434267  
2.160702     0.442774  
2.145697     0.445870  
2.160702     0.442774  
2.203031     0.434267  
2.277151     0.426722  
2.292158     0.529510  
2.517879     0.482041  
2.565087     0.473169  
2.547210     0.483509  
2.605059     0.472772  
2.602418     0.474266  
2.703070     0.456607  
2.628893     0.469490  
2.703070     0.456607  
2.725436     0.452859  
2.957186     0.520023  
3.262318     0.471384  
3.262318     0.471384  
3.337785     0.469685  
3.367687     0.477500  
3.387869     0.485553  
3.447610     0.463023  
3.423276     0.487639  
3.507263     0.460246  
3.479702     0.487652  
3.517999     0.476429  
3.507595     0.486741  
3.547868     0.481215  
3.603015     0.461005  
3.556734     0.493028  
3.610672     0.485663  
3.757309     0.466709  
3.649916     0.485934  
3.669963     0.487957  
3.917640     0.416183  
3.773356     0.432096  
3.773356     0.432096  
3.917640     0.416183  
3.920993     0.424374  
4.032122     0.412678  
4.008400     0.421038  
4.101192     0.411512  
4.060869     0.422323  
4.150959     0.413157  
4.101192     0.418170  
4.103656     0.417919  
4.150959     0.413157  
4.165203     0.418796  
4.315703     0.404191  
4.256661     0.410461  
4.259484     0.434491  
4.362791     0.413409  
4.486532     0.402007  
4.362791     0.413409  
4.486532     0.402007  
4.669615     0.399386  
4.730975     0.409709  
4.919857     0.393979  
5.134430     0.377514  
5.012478     0.395276  
5.369508     0.368994  
